dataset,building_id,building_type,metric,metric_type,value
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_6,hour_of_day,0.247148796916008
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_7,hour_of_day,0.30390578508377075
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_8,hour_of_day,0.3445103168487549
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_9,hour_of_day,0.35355812311172485
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_10,hour_of_day,0.3618512749671936
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_11,hour_of_day,0.3565274775028229
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_12,hour_of_day,0.34376075863838196
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_13,hour_of_day,0.33947664499282837
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_14,hour_of_day,0.3485720157623291
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_15,hour_of_day,0.30199530720710754
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_16,hour_of_day,0.24060560762882233
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_17,hour_of_day,0.217219740152359
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_18,hour_of_day,0.19670327007770538
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_19,hour_of_day,0.2011302262544632
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_20,hour_of_day,0.17910276353359222
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_21,hour_of_day,0.16992098093032837
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_22,hour_of_day,0.16910363733768463
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_23,hour_of_day,0.16809485852718353
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_0,hour_of_day,0.006132921203970909
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_1,hour_of_day,0.021114150062203407
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_2,hour_of_day,0.024401210248470306
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_3,hour_of_day,0.019680112600326538
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_4,hour_of_day,0.006121354643255472
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_5,hour_of_day,0.05238449573516846
