dataset,building_id,building_type,metric,metric_type,value
ideal,home242,residential,nmae_17,hour_of_day,0.2914179265499115
ideal,home242,residential,nmae_18,hour_of_day,0.3090130388736725
ideal,home242,residential,nmae_19,hour_of_day,0.29663339257240295
ideal,home242,residential,nmae_20,hour_of_day,0.31311336159706116
ideal,home242,residential,nmae_21,hour_of_day,0.4337529242038727
ideal,home242,residential,nmae_22,hour_of_day,0.7092251181602478
ideal,home242,residential,nmae_23,hour_of_day,0.5440036058425903
ideal,home200,residential,cvrmse_0,hour_of_day,0.4844156801700592
ideal,home200,residential,cvrmse_1,hour_of_day,1.2807034254074097
ideal,home200,residential,cvrmse_2,hour_of_day,0.7878860235214233
ideal,home200,residential,cvrmse_3,hour_of_day,0.9968551993370056
ideal,home200,residential,cvrmse_4,hour_of_day,1.2481526136398315
ideal,home200,residential,cvrmse_5,hour_of_day,1.531389594078064
ideal,home200,residential,cvrmse_6,hour_of_day,1.6937812566757202
ideal,home200,residential,cvrmse_7,hour_of_day,1.4770845174789429
ideal,home200,residential,cvrmse_8,hour_of_day,1.3759559392929077
ideal,home200,residential,cvrmse_9,hour_of_day,1.0269324779510498
ideal,home200,residential,cvrmse_10,hour_of_day,0.8719027638435364
ideal,home200,residential,cvrmse_11,hour_of_day,0.8217617869377136
ideal,home200,residential,cvrmse_12,hour_of_day,0.7446750998497009
ideal,home200,residential,cvrmse_13,hour_of_day,0.7055017948150635
ideal,home200,residential,cvrmse_14,hour_of_day,0.688772976398468
ideal,home200,residential,cvrmse_15,hour_of_day,0.6856913566589355
ideal,home200,residential,cvrmse_16,hour_of_day,0.8472862243652344
ideal,home200,residential,cvrmse_17,hour_of_day,0.9315435886383057
ideal,home200,residential,cvrmse_18,hour_of_day,1.8614962100982666
ideal,home200,residential,cvrmse_19,hour_of_day,1.5114680528640747
ideal,home200,residential,cvrmse_20,hour_of_day,1.3175770044326782
ideal,home200,residential,cvrmse_21,hour_of_day,1.2265443801879883
ideal,home200,residential,cvrmse_22,hour_of_day,0.7866222858428955
ideal,home200,residential,cvrmse_23,hour_of_day,1.0779348611831665
ideal,home200,residential,nmbe_0,hour_of_day,-0.11952890455722809
ideal,home200,residential,nmbe_1,hour_of_day,-0.04172222688794136
ideal,home200,residential,nmbe_2,hour_of_day,-0.3225713074207306
ideal,home200,residential,nmbe_3,hour_of_day,-0.5304787755012512
ideal,home200,residential,nmbe_4,hour_of_day,-0.65592360496521
ideal,home200,residential,nmbe_5,hour_of_day,-0.7283833622932434
ideal,home200,residential,nmbe_6,hour_of_day,-0.1333250254392624
ideal,home200,residential,nmbe_7,hour_of_day,-0.04864814132452011
ideal,home200,residential,nmbe_8,hour_of_day,0.03430955484509468
ideal,home200,residential,nmbe_9,hour_of_day,-0.015380434691905975
ideal,home200,residential,nmbe_10,hour_of_day,-0.2184726893901825
ideal,home200,residential,nmbe_11,hour_of_day,-0.20977360010147095
ideal,home200,residential,nmbe_12,hour_of_day,-0.15154902637004852
ideal,home200,residential,nmbe_13,hour_of_day,-0.11031859368085861
ideal,home200,residential,nmbe_14,hour_of_day,-0.0815969705581665
ideal,home200,residential,nmbe_15,hour_of_day,-0.11708943545818329
ideal,home200,residential,nmbe_16,hour_of_day,-0.014291972853243351
ideal,home200,residential,nmbe_17,hour_of_day,-0.08192291855812073
ideal,home200,residential,nmbe_18,hour_of_day,0.04693238064646721
ideal,home200,residential,nmbe_19,hour_of_day,0.06989465653896332
ideal,home200,residential,nmbe_20,hour_of_day,-0.24672621488571167
ideal,home200,residential,nmbe_21,hour_of_day,-0.3908878564834595
ideal,home200,residential,nmbe_22,hour_of_day,-0.39727625250816345
ideal,home200,residential,nmbe_23,hour_of_day,-0.29186156392097473
ideal,home200,residential,nmae_0,hour_of_day,0.32658225297927856
